chain_symbol,expiration_date,strike_price,option_type,side,order_created_at,direction,order_quantity,order_type,opening_strategy,closing_strategy,price,processed_quantity
SPY,2020-09-14,327.0000,put,buy,2020-09-14T13:41:29.918889Z,debit,1.00000,limit,,iron_condor,0.01000000,1.00000
SPY,2020-09-14,350.0000,call,buy,2020-09-14T13:41:29.918889Z,debit,1.00000,limit,,iron_condor,0.01000000,1.00000
SPY,2020-09-14,351.0000,call,sell,2020-09-14T13:41:29.918889Z,debit,1.00000,limit,,iron_condor,0.01000000,1.00000
SPY,2020-09-14,326.0000,put,sell,2020-09-14T13:41:29.918889Z,debit,1.00000,limit,,iron_condor,0.01000000,1.00000
SPY,2020-09-14,327.0000,put,buy,2020-09-14T13:40:58.220540Z,debit,1.00000,limit,,iron_condor,0.01000000,1.00000
SPY,2020-09-14,350.0000,call,buy,2020-09-14T13:40:58.220540Z,debit,1.00000,limit,,iron_condor,0.01000000,1.00000
SPY,2020-09-14,351.0000,call,sell,2020-09-14T13:40:58.220540Z,debit,1.00000,limit,,iron_condor,0.01000000,1.00000
SPY,2020-09-14,326.0000,put,sell,2020-09-14T13:40:58.220540Z,debit,1.00000,limit,,iron_condor,0.01000000,1.00000
SPY,2020-09-14,326.0000,put,sell,2020-09-14T13:39:05.489963Z,debit,1.00000,limit,,iron_condor,0.01000000,1.00000
SPY,2020-09-14,351.0000,call,sell,2020-09-14T13:39:05.489963Z,debit,1.00000,limit,,iron_condor,0.01000000,1.00000
SPY,2020-09-14,350.0000,call,buy,2020-09-14T13:39:05.489963Z,debit,1.00000,limit,,iron_condor,0.01000000,1.00000
SPY,2020-09-14,327.0000,put,buy,2020-09-14T13:39:05.489963Z,debit,1.00000,limit,,iron_condor,0.01000000,1.00000
SPY,2020-09-14,351.0000,call,sell,2020-09-14T13:38:52.194380Z,debit,1.00000,limit,,iron_condor,0.01000000,1.00000
SPY,2020-09-14,326.0000,put,sell,2020-09-14T13:38:52.194380Z,debit,1.00000,limit,,iron_condor,0.01000000,1.00000
SPY,2020-09-14,327.0000,put,buy,2020-09-14T13:38:52.194380Z,debit,1.00000,limit,,iron_condor,0.01000000,1.00000
SPY,2020-09-14,350.0000,call,buy,2020-09-14T13:38:52.194380Z,debit,1.00000,limit,,iron_condor,0.01000000,1.00000
SPY,2020-09-14,326.0000,put,sell,2020-09-14T13:37:04.564677Z,debit,1.00000,limit,,iron_condor,0.01000000,1.00000
SPY,2020-09-14,351.0000,call,sell,2020-09-14T13:37:04.564677Z,debit,1.00000,limit,,iron_condor,0.01000000,1.00000
SPY,2020-09-14,350.0000,call,buy,2020-09-14T13:37:04.564677Z,debit,1.00000,limit,,iron_condor,0.01000000,1.00000
SPY,2020-09-14,327.0000,put,buy,2020-09-14T13:37:04.564677Z,debit,1.00000,limit,,iron_condor,0.01000000,1.00000
SPY,2020-09-14,326.0000,put,sell,2020-09-14T13:36:52.690339Z,debit,1.00000,limit,,iron_condor,0.01000000,1.00000
SPY,2020-09-14,351.0000,call,sell,2020-09-14T13:36:52.690339Z,debit,1.00000,limit,,iron_condor,0.01000000,1.00000
SPY,2020-09-14,350.0000,call,buy,2020-09-14T13:36:52.690339Z,debit,1.00000,limit,,iron_condor,0.01000000,1.00000
SPY,2020-09-14,327.0000,put,buy,2020-09-14T13:36:52.690339Z,debit,1.00000,limit,,iron_condor,0.01000000,1.00000
AMD,2020-09-18,80.0000,call,sell,2020-09-14T13:36:00.377110Z,credit,1.00000,limit,short_call,,0.92000000,1.00000
NIO,2020-09-18,19.0000,call,sell,2020-09-14T13:35:22.685448Z,credit,2.00000,limit,short_call,,0.37000000,2.00000
AAPL,2020-09-18,120.0000,call,sell,2020-09-14T13:34:58.073848Z,credit,1.00000,limit,short_call,,0.84000000,1.00000
SPY,2020-09-14,346.0000,call,sell,2020-09-14T13:33:06.065838Z,debit,1.00000,limit,,iron_condor,0.01000000,1.00000
SPY,2020-09-14,345.0000,call,buy,2020-09-14T13:33:06.065838Z,debit,1.00000,limit,,iron_condor,0.01000000,1.00000
SPY,2020-09-14,326.0000,put,sell,2020-09-14T13:33:06.065838Z,debit,1.00000,limit,,iron_condor,0.01000000,1.00000
SPY,2020-09-14,327.0000,put,buy,2020-09-14T13:33:06.065838Z,debit,1.00000,limit,,iron_condor,0.01000000,1.00000
SPY,2020-09-14,327.0000,put,buy,2020-09-14T13:32:11.748831Z,debit,1.00000,limit,,iron_condor,0.01000000,1.00000
SPY,2020-09-14,350.0000,call,buy,2020-09-14T13:32:11.748831Z,debit,1.00000,limit,,iron_condor,0.01000000,1.00000
SPY,2020-09-14,351.0000,call,sell,2020-09-14T13:32:11.748831Z,debit,1.00000,limit,,iron_condor,0.01000000,1.00000
SPY,2020-09-14,326.0000,put,sell,2020-09-14T13:32:11.748831Z,debit,1.00000,limit,,iron_condor,0.01000000,1.00000
SPY,2020-09-14,326.0000,put,sell,2020-09-14T13:31:07.376784Z,debit,1.00000,limit,,iron_condor,0.01000000,1.00000
SPY,2020-09-14,351.0000,call,sell,2020-09-14T13:31:07.376784Z,debit,1.00000,limit,,iron_condor,0.01000000,1.00000
SPY,2020-09-14,350.0000,call,buy,2020-09-14T13:31:07.376784Z,debit,1.00000,limit,,iron_condor,0.01000000,1.00000
SPY,2020-09-14,327.0000,put,buy,2020-09-14T13:31:07.376784Z,debit,1.00000,limit,,iron_condor,0.01000000,1.00000
SPY,2020-09-14,346.0000,call,buy,2020-09-11T17:44:47.466049Z,credit,1.00000,limit,iron_condor,,0.17000000,1.00000
SPY,2020-09-14,345.0000,call,sell,2020-09-11T17:44:47.466049Z,credit,1.00000,limit,iron_condor,,0.17000000,1.00000
SPY,2020-09-14,327.0000,put,sell,2020-09-11T17:44:47.466049Z,credit,1.00000,limit,iron_condor,,0.17000000,1.00000
SPY,2020-09-14,326.0000,put,buy,2020-09-11T17:44:47.466049Z,credit,1.00000,limit,iron_condor,,0.17000000,1.00000
SPY,2020-09-11,350.0000,call,buy,2020-09-11T17:34:40.069489Z,debit,2.00000,limit,,iron_condor,0.34000000,2.00000
SPY,2020-09-11,331.0000,put,buy,2020-09-11T17:34:40.069489Z,debit,2.00000,limit,,iron_condor,0.34000000,2.00000
SPY,2020-09-11,351.0000,call,sell,2020-09-11T17:34:40.069489Z,debit,2.00000,limit,,iron_condor,0.34000000,2.00000
SPY,2020-09-11,330.0000,put,sell,2020-09-11T17:34:40.069489Z,debit,2.00000,limit,,iron_condor,0.34000000,2.00000
QCOM,2020-09-18,108.0000,put,buy,2020-09-11T16:25:53.240317Z,credit,2.00000,limit,iron_condor,,0.30000000,2.00000
QCOM,2020-09-18,109.0000,put,sell,2020-09-11T16:25:53.240317Z,credit,2.00000,limit,iron_condor,,0.30000000,2.00000
QCOM,2020-09-18,119.0000,call,sell,2020-09-11T16:25:53.240317Z,credit,2.00000,limit,iron_condor,,0.30000000,2.00000
QCOM,2020-09-18,120.0000,call,buy,2020-09-11T16:25:53.240317Z,credit,2.00000,limit,iron_condor,,0.30000000,2.00000
SPY,2020-09-14,327.0000,put,sell,2020-09-11T14:33:32.509486Z,credit,10.00000,limit,iron_condor,,0.10000000,10.00000
SPY,2020-09-14,326.0000,put,buy,2020-09-11T14:33:32.509486Z,credit,10.00000,limit,iron_condor,,0.10000000,10.00000
SPY,2020-09-14,350.0000,call,sell,2020-09-11T14:33:32.509486Z,credit,10.00000,limit,iron_condor,,0.10000000,10.00000
SPY,2020-09-14,351.0000,call,buy,2020-09-11T14:33:32.509486Z,credit,10.00000,limit,iron_condor,,0.10000000,10.00000
AMD,2020-09-11,86.0000,call,sell,2020-09-10T15:11:21.556460Z,credit,1.00000,limit,short_call,,0.13000000,1.00000
AMD,2020-09-11,88.0000,call,buy,2020-09-10T15:10:17.846308Z,debit,1.00000,limit,,short_call,0.07000000,1.00000
AAPL,2020-09-11,122.5000,call,sell,2020-09-10T15:09:27.803105Z,credit,1.00000,limit,short_call,,0.19000000,1.00000
AAPL,2020-09-11,130.0000,call,buy,2020-09-10T15:08:06.633648Z,debit,1.00000,limit,,short_call,0.02000000,1.00000
SPY,2020-09-11,350.0000,call,sell,2020-09-10T15:00:21.515154Z,credit,2.00000,limit,iron_condor,,0.14000000,2.00000
SPY,2020-09-11,351.0000,call,buy,2020-09-10T15:00:21.515154Z,credit,2.00000,limit,iron_condor,,0.14000000,2.00000
SPY,2020-09-11,331.0000,put,sell,2020-09-10T15:00:21.515154Z,credit,2.00000,limit,iron_condor,,0.14000000,2.00000
SPY,2020-09-11,330.0000,put,buy,2020-09-10T15:00:21.515154Z,credit,2.00000,limit,iron_condor,,0.14000000,2.00000
BAC,2020-09-11,23.5000,put,buy,2020-09-08T16:04:53.907572Z,credit,1.00000,limit,iron_condor,,0.13000000,1.00000
BAC,2020-09-11,24.0000,put,sell,2020-09-08T16:04:53.907572Z,credit,1.00000,limit,iron_condor,,0.13000000,1.00000
BAC,2020-09-11,26.0000,call,sell,2020-09-08T16:04:53.907572Z,credit,1.00000,limit,iron_condor,,0.13000000,1.00000
BAC,2020-09-11,26.5000,call,buy,2020-09-08T16:04:53.907572Z,credit,1.00000,limit,iron_condor,,0.13000000,1.00000
SPY,2020-09-09,325.0000,put,sell,2020-09-08T15:46:07.972671Z,credit,2.00000,limit,iron_condor,,0.20000000,2.00000
SPY,2020-09-09,324.0000,put,buy,2020-09-08T15:46:07.972671Z,credit,2.00000,limit,iron_condor,,0.20000000,2.00000
SPY,2020-09-09,344.0000,call,sell,2020-09-08T15:46:07.972671Z,credit,2.00000,limit,iron_condor,,0.20000000,2.00000
SPY,2020-09-09,345.0000,call,buy,2020-09-08T15:46:07.972671Z,credit,2.00000,limit,iron_condor,,0.20000000,2.00000
JETS,2020-09-11,17.5000,put,sell,2020-09-08T14:27:46.019633Z,credit,1.00000,limit,iron_condor,,0.18000000,1.00000
JETS,2020-09-11,16.5000,put,buy,2020-09-08T14:27:46.019633Z,credit,1.00000,limit,iron_condor,,0.18000000,1.00000
JETS,2020-09-11,19.0000,call,sell,2020-09-08T14:27:46.019633Z,credit,1.00000,limit,iron_condor,,0.18000000,1.00000
JETS,2020-09-11,19.5000,call,buy,2020-09-08T14:27:46.019633Z,credit,1.00000,limit,iron_condor,,0.18000000,1.00000
AAPL,2020-09-11,130.0000,call,sell,2020-09-08T13:38:32.089304Z,credit,1.00000,limit,short_call,,0.51000000,1.00000
AMD,2020-09-11,88.0000,call,sell,2020-09-08T13:37:59.881296Z,credit,1.00000,limit,short_call,,0.49000000,1.00000
NIO,2020-09-11,20.0000,call,sell,2020-09-08T13:35:22.280145Z,credit,2.00000,limit,short_call,,0.22000000,2.00000
NIO,2020-09-04,21.0000,call,sell,2020-09-03T15:01:28.638836Z,credit,2.00000,limit,short_call,,0.09000000,2.00000
AAPL,2020-09-04,130.0000,call,sell,2020-09-03T14:56:53.110411Z,credit,1.00000,limit,short_call,,0.42000000,1.00000
AMD,2020-09-04,90.0000,call,sell,2020-09-03T14:56:39.104278Z,credit,1.00000,limit,short_call,,0.15000000,1.00000
AMD,2020-09-04,93.0000,call,buy,2020-09-03T14:55:34.273711Z,debit,1.00000,limit,,short_call,0.05000000,1.00000
NIO,2020-09-04,22.0000,call,buy,2020-09-03T14:55:22.222300Z,debit,2.00000,limit,,short_call,0.06000000,2.00000
AAPL,2020-09-04,137.5000,call,buy,2020-09-03T14:55:10.476669Z,debit,1.00000,limit,,short_call,0.06000000,1.00000
NVDA,2021-03-19,680.0000,call,buy,2020-09-02T14:18:27.477147Z,debit,1.00000,limit,long_call,,60.60000000,1.00000
NIO,2020-09-04,22.0000,call,sell,2020-09-02T14:12:29.520776Z,credit,2.00000,limit,short_call,,0.25000000,2.00000
AAPL,2020-09-04,137.5000,call,sell,2020-09-02T14:08:37.725775Z,credit,1.00000,limit,short_call,,0.63000000,1.00000
AMD,2020-09-04,93.0000,call,sell,2020-09-02T14:07:53.230859Z,credit,1.00000,limit,short_call,,0.93000000,1.00000
AMD,2020-09-04,84.0000,put,buy,2020-09-02T14:02:40.546133Z,debit,1.00000,limit,,short_put,0.21000000,1.00000
AMD,2020-09-04,83.0000,put,buy,2020-09-02T14:02:23.442807Z,debit,1.00000,limit,,short_put,0.16000000,1.00000
AAPL,2021-03-19,130.0000,call,buy,2020-08-31T15:24:02.585265Z,debit,1.00000,limit,long_call,,16.00000000,1.00000
AMD,2020-09-04,84.0000,put,sell,2020-08-31T14:18:46.828589Z,credit,1.00000,limit,short_put,,1.08000000,1.00000
AAPL,2021-01-15,130.0000,call,sell,2020-08-31T14:03:36.612875Z,credit,4.00000,limit,,long_call,12.90000000,4.00000
AAPL,2021-01-15,140.0000,call,sell,2020-08-31T14:01:01.651552Z,credit,4.00000,limit,,long_call,9.30000000,4.00000
AMD,2020-09-04,83.0000,put,sell,2020-08-28T17:43:00.438905Z,credit,1.00000,limit,short_put,,1.57000000,1.00000
NVDA,2021-03-19,520.0000,call,sell,2020-08-28T17:21:52.293523Z,credit,1.00000,limit,,long_call,80.05000000,1.00000
BABA,2021-01-15,305.0000,call,sell,2020-08-26T14:49:57.461143Z,credit,1.00000,limit,,long_call,22.85000000,1.00000
BABA,2021-01-15,305.0000,call,buy,2020-08-26T13:34:13.395199Z,debit,1.00000,limit,long_call,,21.75000000,1.00000
AMD,2021-03-19,85.0000,call,sell,2020-08-25T15:25:21.218647Z,credit,1.00000,limit,,long_call,14.55000000,1.00000
AAPL,2021-01-15,560.0000,call,buy,2020-08-25T13:31:10.541097Z,debit,1.00000,limit,long_call,,30.40000000,1.00000
AAPL,2021-01-15,520.0000,call,buy,2020-08-24T18:28:11.497856Z,debit,1.00000,limit,long_call,,47.05000000,1.00000
NVDA,2021-01-15,540.0000,call,sell,2020-08-24T18:13:57.143655Z,credit,1.00000,limit,,long_call,50.65000000,1.00000
BABA,2021-02-19,275.0000,call,sell,2020-08-24T18:09:40.045097Z,credit,1.00000,limit,,long_call,30.00000000,1.00000
NVDA,2021-01-15,540.0000,call,buy,2020-08-24T15:14:43.800473Z,debit,1.00000,limit,long_call,,48.25000000,1.00000
AMD,2021-03-19,85.0000,call,buy,2020-08-24T13:55:55.017276Z,debit,1.00000,limit,long_call,,13.75000000,1.00000
BABA,2021-02-19,275.0000,call,buy,2020-08-24T13:47:22.289121Z,debit,1.00000,limit,long_call,,29.85000000,1.00000
MSFT,2021-02-19,215.0000,call,sell,2020-08-24T13:45:16.873052Z,credit,1.00000,limit,,long_call,21.35000000,1.00000
NVDA,2021-03-19,520.0000,call,buy,2020-08-24T13:39:46.506901Z,debit,1.00000,limit,long_call,,73.25000000,1.00000
MSFT,2021-02-19,215.0000,call,buy,2020-08-24T13:36:52.950650Z,debit,1.00000,limit,long_call,,20.85000000,1.00000
MSFT,2021-03-19,230.0000,call,sell,2020-08-24T13:30:33.732950Z,credit,2.00000,limit,,long_call,15.70000000,2.00000
MSFT,2021-03-19,230.0000,call,buy,2020-08-21T17:24:00.420945Z,debit,2.00000,limit,long_call,,15.10000000,2.00000
BABA,2021-03-19,280.0000,call,sell,2020-08-21T17:09:13.650608Z,credit,1.00000,limit,,long_call,24.20000000,1.00000
AMD,2021-03-19,95.0000,call,sell,2020-08-21T16:38:00.988830Z,credit,3.00000,limit,,long_call,9.95000000,3.00000
BABA,2021-01-15,270.0000,call,sell,2020-08-21T16:23:43.959686Z,credit,1.00000,limit,,long_call,24.15000000,1.00000
BABA,2021-03-19,280.0000,call,buy,2020-08-21T15:04:39.361436Z,debit,1.00000,limit,long_call,,23.50000000,1.00000
AMD,2021-03-19,95.0000,call,buy,2020-08-21T14:58:13.537756Z,debit,3.00000,limit,long_call,,9.70000000,3.00000
BABA,2021-01-15,265.0000,call,sell,2020-08-21T14:16:03.554303Z,credit,1.00000,limit,,long_call,23.50000000,1.00000
TSLA,2020-08-28,1650.0000,put,sell,2020-08-19T13:52:36.413615Z,credit,1.00000,limit,,long_put,16.25000000,1.00000
TSLA,2020-08-28,1650.0000,put,buy,2020-08-17T19:50:24.777999Z,debit,1.00000,limit,long_put,,27.75000000,1.00000
BABA,2021-01-15,270.0000,call,buy,2020-08-10T15:18:46.508504Z,debit,1.00000,limit,long_call,,16.25000000,1.00000
BABA,2021-01-15,265.0000,call,buy,2020-08-10T13:31:14.890334Z,debit,1.00000,limit,long_call,,21.15000000,1.00000
